,title,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,company_profile_length,requirements_length,benefits_length
7868,Web Designer - London,GB,0,1,0,Full-time,Associate,High School or equivalent,Marketing and Advertising,Production,0,1664.0,731.0,710.0,1307.0
7869,Marketing Account Manager,US,0,1,1,Full-time,Associate,,Marketing and Advertising,Sales,0,1593.0,1632.0,543.0,21.0
7870,"International Broadcaster, Albanian Language",US,0,1,0,,,,,,0,396.0,1260.0,1733.0,
7871,Solutions Architect-Network Planning,US,0,1,0,Full-time,,Bachelor's Degree,Airlines/Aviation,Information Technology,0,396.0,1445.0,227.0,
7872,Photographer,GB,1,1,0,Other,,,,Design,0,1112.0,,445.0,
7873,Digital Copywriter,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Online Media,Art/Creative,0,2201.0,390.0,,
7874,Developer - Fnatic.com,RS,1,1,1,Full-time,Associate,,Computer Games,Information Technology,0,1177.0,441.0,583.0,
7875,Sale Representatives,US,0,1,0,Full-time,Mid-Senior level,Unspecified,Retail,Sales,0,1249.0,106.0,188.0,195.0
7876,Project Manager (Hydraulic Fracturing),US,0,1,1,Full-time,Associate,,Oil & Energy,Project Management,0,417.0,893.0,539.0,444.0
7877,"ENG Camera Operator, Broadcast Operations Division",US,0,1,0,,,,,,0,414.0,1260.0,513.0,
7878,Sales Director - Replise US Operations,US,0,1,0,Full-time,Director,,Research,Sales,0,1225.0,855.0,618.0,1244.0
7879,Customer Support,US,0,1,0,Full-time,Entry level,Unspecified,Information Technology and Services,Information Technology,0,406.0,1002.0,74.0,37.0
7880,Full Stack Developer,PT,1,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Engineering,0,52.0,,740.0,212.0
7881,Entry Level Sales,US,1,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0,2512.0,,,113.0
7882,"Director, eCommerce",US,0,1,1,Full-time,Director,Bachelor's Degree,Hospitality,Marketing,0,3952.0,600.0,,98.0
7883,Customer Service Associate - Part Time ,US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,1127.0,684.0,689.0,
7884,English Teacher Abroad (Conversational),US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,458.0,53.0,118.0,19.0
7885,Senior Benefits Analyst,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Human Resources,Human Resources,0,1497.0,618.0,884.0,910.0
7886,Client Services Account Manager,US,0,1,1,Full-time,,,Computer Software,,0,1820.0,577.0,728.0,
7887,Process Engineer,US,0,0,0,Full-time,,,,,0,929.0,228.0,,
7888,Part-time Warehouse Help,US,0,1,1,Part-time,Not Applicable,High School or equivalent,Printing,Production,0,379.0,1189.0,266.0,255.0
7889,Account Manager,GB,0,1,0,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Customer Service,0,1496.0,457.0,557.0,
7890,Administrative Assistant,US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Administrative,0,325.0,,117.0,37.0
7891,Licensed Professional Counselor (LPC) Job,US,0,0,0,Full-time,Associate,Master's Degree,Mental Health Care,Other,0,925.0,,6.0,
7892,Operations Manager,US,0,1,0,Full-time,Mid-Senior level,,Construction,Production,0,561.0,,479.0,358.0
7893,Registered Nurse ,US,0,1,1,Full-time,,,Hospital & Health Care,,0,908.0,821.0,431.0,
7894,Field Operations Specialist,US,0,1,0,Full-time,Director,Bachelor's Degree,Farming,Customer Service,0,846.0,2567.0,1384.0,100.0
7895,Managing Editor,US,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Publishing,Writing/Editing,0,2554.0,854.0,524.0,
7896,Graduates: English Teacher Abroad (Conversational),US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,245.0,53.0,160.0,19.0
7897,Executive Administrative Assistant,US,0,0,1,,,,,,0,1744.0,,1166.0,62.0
7898,Full Stack Engineer (Founding Team) ,US,0,1,0,,,,,,0,1581.0,80.0,530.0,42.0
7899,Business Accountant,ES,0,1,0,Full-time,Entry level,Bachelor's Degree,"Health, Wellness and Fitness",Information Technology,0,196.0,780.0,196.0,244.0
7900,Business Analyst Training & Projects (BA),US,0,1,0,Full-time,Entry level,,,Business Analyst,0,2444.0,,349.0,509.0
7901,PROCUREMENT MANAGER,GR,0,0,0,Full-time,,,Gambling & Casinos,Finance,0,901.0,,790.0,212.0
7902,Community and Volunteer Outreach Coordinator,US,0,1,1,Part-time,Entry level,Bachelor's Degree,Nonprofit Organization Management,General Business,0,2166.0,719.0,280.0,469.0
7903,UNIX Admin with Solaris 10,US,0,0,0,Contract,Mid-Senior level,Associate Degree,Information Technology and Services,Information Technology,0,291.0,,1082.0,991.0
7904,Administrative Support (Student Job / Internship),,0,1,1,,,,,,0,619.0,438.0,,
7905,Clinical Systems Implementation Coordinator,US,0,1,0,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Information Technology,0,2463.0,2884.0,587.0,724.0
7906,Junior Display Manager Italy,DE,0,1,1,,,,,,0,512.0,651.0,432.0,268.0
7907,Online Marketing Manager France,DE,0,1,1,,,,,,0,341.0,651.0,400.0,274.0
7908,Senior Ruby Developer,GB,0,1,1,Full-time,,,,,0,1170.0,430.0,577.0,235.0
7909,Business Development Specialist,CA,0,1,1,Full-time,,Bachelor's Degree,Legal Services,Business Development,0,1266.0,489.0,306.0,163.0
7910,Senior Developer,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Retail,Information Technology,0,601.0,,330.0,
7911,"CONTRACT: Design Engineer , North Hollywood, CA",US,0,0,0,Contract,Mid-Senior level,Professional,Aviation & Aerospace,Design,0,1663.0,,,
7912,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
7913,Receptionist,US,0,1,1,,,,,,0,634.0,955.0,192.0,
7914,Manager of Finance,US,0,0,0,Full-time,,,Accounting,,0,1596.0,228.0,,
7915,Front End Developer,GR,0,1,1,,Associate,Bachelor's Degree,Internet,Engineering,0,762.0,619.0,507.0,198.0
7916,(Internship) PR / Event Manager Assistant,BE,0,1,1,Temporary,Internship,Unspecified,Internet,Public Relations,0,1031.0,249.0,310.0,
7917,QA Engineer,AU,0,1,1,Full-time,Associate,Unspecified,Computer Software,Information Technology,0,1116.0,1154.0,2019.0,771.0
7918,UI / UX Front end Developer,GR,0,0,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Production,0,538.0,,,248.0
7919,Office Assistant,PL,0,1,1,Full-time,,,,Administrative,0,653.0,,183.0,303.0
7920,Cruise Ship Physicians And Nurses,US,0,0,0,,,,,,0,140.0,,591.0,312.0
7921,Part-time Administrative Help,US,0,1,1,Part-time,Not Applicable,High School or equivalent,Printing,Administrative,0,501.0,1189.0,400.0,429.0
7922,Head of Customer Success,IL,0,1,0,,,,,,0,1054.0,335.0,531.0,
7923,Channel Account Executive US,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Sales,0,1341.0,339.0,596.0,239.0
7924,Graduates: English Teacher Abroad (Conversational),US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,245.0,53.0,160.0,19.0
7925,Software Engineer-JAVA,US,0,1,0,Contract,,,Airlines/Aviation,Information Technology,0,355.0,1445.0,761.0,
7926,Wireless Software Engineer,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,65.0,1048.0,230.0,175.0
7927,Customer Care Agent (Night Shift),IE,0,1,1,Full-time,,,Telecommunications,Customer Service,0,3724.0,1626.0,,
7928,Internship in Marketing Department    ,GR,0,1,1,,,,,,0,261.0,322.0,1301.0,674.0
7929,JavaScript Engineer,US,0,1,1,Full-time,,,,Engineering,0,1742.0,2645.0,879.0,
7930,Java/J2EE Developer,US,0,0,0,Contract,Mid-Senior level,,Information Technology and Services,,0,1372.0,,,
7931,PPC Analyst,GB,0,1,0,,,,,,0,1873.0,1512.0,701.0,453.0
7932,Sr. Java Developer with RESTful and Hadoop skills,US,0,0,1,,,,,,0,367.0,,678.0,82.0
7933,Happiness Recruiter,US,0,1,1,Full-time,Entry level,Bachelor's Degree,Human Resources,Human Resources,0,4174.0,2240.0,328.0,744.0
7934,Electrical Maintenance Technician,US,0,0,0,Full-time,,,,,0,1167.0,228.0,,
7935,Project Coordinator,DE,0,1,1,Full-time,Entry level,Unspecified,Translation and Localization,Administrative,0,1100.0,335.0,472.0,346.0
7936,Senior Developer Ruby on Rails,,0,1,1,,,,,,0,3923.0,153.0,,
7937,CDL Driver-Addison,US,0,1,0,Full-time,,,Building Materials,,0,2197.0,706.0,1066.0,642.0
7938,Broker Manager,GB,0,1,0,Full-time,Associate,Bachelor's Degree,Financial Services,Business Development,0,2133.0,696.0,830.0,112.0
7939,Senior Software Engineer,GR,0,0,1,,,,,,0,189.0,,1148.0,
7940,Mechanical Engineer,US,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Electronics,Engineering,0,1928.0,662.0,1090.0,391.0
7941,Graduates: English Teacher Abroad (Conversational),US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,245.0,53.0,160.0,19.0
7942,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
7943,Multimedia Producer (French),US,0,1,0,,,Bachelor's Degree,,,0,1851.0,1260.0,518.0,
7944,Sales Representative,US,1,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,1,184.0,768.0,70.0,17.0
7945,QA Engineer,IN,0,1,1,Full-time,Associate,,Computer Software,Quality Assurance,0,868.0,231.0,524.0,422.0
7946,UX Designer with a passion simple design,DK,1,0,0,Contract,Mid-Senior level,,Information Technology and Services,Data Analyst,0,208.0,55.0,88.0,46.0
7947,Account Manager,US,0,0,1,,,,,,0,977.0,449.0,184.0,76.0
7948,Sr. Security Developer,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,,0,967.0,705.0,676.0,726.0
7949,New York Captioning Assistant,US,0,1,1,,,,,,0,1185.0,719.0,296.0,469.0
7950,Greeter / Spotter,US,0,1,0,Part-time,Entry level,High School or equivalent,Retail,Sales,0,457.0,606.0,70.0,
7951,Project Coordinator - OEM Projects,US,0,1,0,Full-time,Associate,,Computer Software,,0,640.0,1392.0,592.0,
7952,Durham Recruitment Consultant Assistant Apprenticeship Under NAS 16-18 Year Olds Only,GB,0,1,1,Full-time,Not Applicable,,Human Resources,Administrative,0,582.0,831.0,44.0,17.0
7953,Technical Solutions Engineer,GB,0,1,0,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Information Technology,0,1920.0,457.0,804.0,
7954,Web Developer (PHP) Royal Oak Metro Detroit,US,0,0,0,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Other,0,638.0,,975.0,771.0
7955,Digital Account Manager,GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,,,0,3251.0,449.0,968.0,
7956,Partnerships / Channel Coordinator,FR,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Administrative,0,1678.0,709.0,603.0,581.0
7957,Blender Developer,US,0,1,1,Full-time,,Bachelor's Degree,Computer Software,Engineering,0,993.0,178.0,142.0,252.0
7958,JUNIOR INVESTOR RELATIONS OFFICER ,GR,0,0,0,Full-time,,Bachelor's Degree,Gambling & Casinos,Finance,0,730.0,,803.0,210.0
7959,Product Design Internship,NZ,0,1,1,Part-time,Internship,Some College Coursework Completed,Consumer Electronics,Design,0,1215.0,1325.0,527.0,401.0
7960,Content Ninja,AE,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Writing/Editing,0,660.0,457.0,174.0,151.0
7961,Account Manager - High Growth Specialty Finance Company,US,0,1,0,Full-time,Associate,Bachelor's Degree,Financial Services,Sales,0,1436.0,422.0,379.0,126.0
7962,Application Support Analyst,GB,0,1,1,Full-time,,Bachelor's Degree,Computer Software,Administrative,0,941.0,631.0,1526.0,377.0
7963,IT Project Manager,AU,0,1,1,Full-time,Mid-Senior level,Certification,Information Technology and Services,Information Technology,0,2194.0,997.0,2074.0,
7964,Production Supervisor,US,0,0,0,Full-time,,,,,0,732.0,228.0,,
7965,Computer Support Specialist,US,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0,1411.0,342.0,1406.0,247.0
7966,Marketing Content Writer,IL,0,1,0,,,,,Marketing,0,460.0,335.0,349.0,
7967,Alliance Data - Pricing & Profit Analyst Job,US,0,1,0,Full-time,,,,,0,436.0,701.0,3564.0,
7968,Customer Happiness Intern,FR,0,1,1,Full-time,Not Applicable,,Internet,,0,1400.0,529.0,536.0,98.0
7969,"Client Services Administrator - Oakland, CA",US,0,1,1,Full-time,Entry level,Unspecified,Insurance,General Business,0,1089.0,1054.0,807.0,359.0
7970,IT Project Technician,US,0,1,1,Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0,2502.0,2094.0,239.0,184.0
7971,Software Project Coordinator (Part-time),US,1,1,1,Contract,Associate,,Computer Software,Consulting,0,2189.0,1256.0,1947.0,116.0
7972,"Hiring Tech Lead - Linux @ Zeon Solutions, Nagpur !!!!",IN,1,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,473.0,,358.0,1451.0
7973,Software Engineer,US,0,1,1,Full-time,,,,,0,810.0,134.0,261.0,203.0
7974,Advanced RF Technologies,US,0,1,1,,,,,,0,551.0,1447.0,,
7975,Sharepoint Developer - Remote - USA Only,US,0,1,0,Contract,Mid-Senior level,,,,0,1611.0,252.0,1089.0,
7976,Graduates: English Teacher Abroad (Conversational),US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,245.0,53.0,160.0,19.0
7977,Administrator / EA,GB,0,1,1,Full-time,Associate,,Information Technology and Services,Administrative,0,3328.0,1231.0,1086.0,
7978,Senior Account Executive - Embedded Solutions,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,553.0,1048.0,2516.0,220.0
7979,English Teacher Abroad (Conversational),US,0,1,1,Contract,,Bachelor's Degree,Education Management,Education,0,314.0,53.0,137.0,19.0
7980,Freelance Translators (m/f) from Spanish into Swedish,DE,0,1,1,Other,,,,Writing/Editing,0,236.0,651.0,277.0,402.0
7981,English Teacher Overseas,ZA,0,1,0,Contract,,Bachelor's Degree,Education Management,,0,332.0,53.0,157.0,19.0
7982,Back-end/Full Stack Developer,US,0,0,1,Part-time,Internship,Some College Coursework Completed,Computer Software,,0,574.0,,153.0,
7983,Agile Coach/PM,GB,0,1,1,Full-time,Mid-Senior level,Unspecified,Design,Project Management,0,749.0,464.0,1422.0,509.0
7984,Customer Service / Support,NZ,0,1,1,Full-time,Mid-Senior level,,Marketing and Advertising,Project Management,0,1560.0,1292.0,1534.0,1380.0
7985,Social Media Manager,US,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Goods,Marketing,0,1690.0,662.0,1052.0,391.0
7986,Sales Associate ,US,0,0,0,Full-time,Associate,,Retail,Sales,0,599.0,,958.0,
7987,"Personal Assistant (Tech, Mobile, Startup)",HK,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Administrative,0,1190.0,511.0,1037.0,295.0
7988,Digital Editor/Producer (French),,0,1,0,,,Bachelor's Degree,,,0,2201.0,1260.0,540.0,
7989,Quality Assurance Engineer,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Quality Assurance,0,1412.0,2240.0,248.0,616.0
7990,Quality Assurance Manager,US,0,0,0,Full-time,,,Management Consulting,,0,811.0,228.0,,
7991,User Experience (UX) Designer,CA,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,1018.0,4174.0,1679.0,134.0
7992,Project Manager,US,0,1,1,Full-time,Director,Professional,Aviation & Aerospace,Project Management,0,2757.0,607.0,712.0,126.0
7993,Sales Executive for Big Data Platform,US,0,1,0,,,,,,0,3136.0,422.0,1541.0,334.0
7994,Lead Engineer,IN,0,1,1,Full-time,,,Internet,,0,795.0,346.0,399.0,292.0
7995,Game Studio Manager,CN,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Media Production,Management,0,1544.0,511.0,719.0,
7996,Online Customer Lifecycle Specialist,GR,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Gambling & Casinos,Marketing,0,1083.0,,764.0,145.0
7997,Junior Account Manager,GB,0,0,0,Full-time,,,,,0,711.0,,558.0,
7998,Graduates: English Teacher Abroad (Conversational),US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,245.0,53.0,160.0,19.0
7999,Customer Support Hero,ZA,0,1,0,Full-time,Associate,Unspecified,Information Technology and Services,Customer Service,0,360.0,186.0,566.0,
8000,Digital Marketing / SEM Specialist ,US,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0,781.0,545.0,559.0,1064.0
8001,Enterprise Account Executive EU,BE,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Sales,0,1786.0,339.0,619.0,286.0
8002,Senior SQL & Database Developer,GB,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Engineering,0,1247.0,437.0,529.0,674.0
8003,Executive Assistant ,NZ,0,1,0,Full-time,Mid-Senior level,High School or equivalent,Information Technology and Services,Administrative,0,1369.0,1246.0,182.0,306.0
8004,Sales Rep for AT&T Solutions Provider - Management Training,US,0,1,0,Full-time,,,Consumer Services,Sales,0,1231.0,558.0,173.0,1194.0
8005,Director of Client Engagement ,US,0,1,0,Full-time,Director,Bachelor's Degree,Management Consulting,Management,0,3222.0,684.0,409.0,
8006,Senior Front End Engineer,US,0,1,0,Full-time,,Bachelor's Degree,,Engineering,0,999.0,601.0,1256.0,
8007,Web Designer - Birmingham,GB,0,1,0,Full-time,Associate,High School or equivalent,Marketing and Advertising,Production,0,1840.0,731.0,710.0,1155.0
8008,PeopleSoft CRM Consultant,US,0,0,0,Full-time,Executive,Bachelor's Degree,Information Technology and Services,Information Technology,0,404.0,,452.0,
8009,Makeup Artist,US,0,0,1,Contract,,High School or equivalent,Cosmetics,Art/Creative,0,936.0,,965.0,643.0
8010,Remote IT Tech,US,0,1,1,Full-time,Associate,Some College Coursework Completed,Computer Hardware,Information Technology,0,592.0,1017.0,437.0,135.0
8011,Interior Designer,CA,0,0,0,Contract,Mid-Senior level,,Design,,0,843.0,,,
8012,Sales Manager,UA,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,514.0,,308.0,477.0
8013,Sr. System Engineer/Storage Engineer,US,0,1,0,Contract,,Bachelor's Degree,Airlines/Aviation,Information Technology,0,2466.0,1445.0,1015.0,
8014,Quality Assurance,US,0,1,1,Full-time,,,,Quality Assurance,0,916.0,2645.0,390.0,
8015,Staff Interpreter,US,0,1,1,Full-time,Associate,High School or equivalent,Translation and Localization,Other,0,1372.0,719.0,428.0,469.0
8016,Customer Service Associate ,US,0,1,0,Full-time,Entry level,High School or equivalent,Insurance,Customer Service,0,1082.0,684.0,683.0,
8017,Senior Sharepoint Developer,US,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,181.0,469.0,753.0,
8018,User Researcher,US,0,1,0,,,,,,0,1542.0,574.0,251.0,
8019,Programming and Game Design Instructor,US,0,1,1,Part-time,Entry level,,Computer Software,Education,0,581.0,218.0,344.0,442.0
8020,Graduates: English Teacher Abroad (Conversational),US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,236.0,53.0,160.0,19.0
8021,Sr Java Developer/Lead/Architect,US,0,0,0,Contract,Mid-Senior level,,Information Technology and Services,Information Technology,0,880.0,,,
